,id,city,zipCode,list_price,baths
2581,3978840061,Port Jefferson Station,11776,499990,2
2582,4528089672,Westhampton,11977,2699000,4
2583,4560478667,Port Jefferson,11777,975000,5
2584,4622503716,East Islip,11730,400000,2
2585,4355382664,Dix Hills,11746,2475000,4
2586,9942955464,Huntington,11743,1200000,4
2587,4068836272,East Hampton,11937,18995000,8
2588,3533730752,Commack,11725,667000,3
2589,3647622809,Brentwood,11717,639000,2
2590,4124648059,East Hampton,11937,3495000,5
2591,3522803057,East Hampton,11937,2595000,4
2592,9200255023,Water Mill,11976,19950000,12
2593,4154571724,East Hampton,11937,3695000,6
2594,4072798171,Ridge,11961,399000,2
2595,4697368030,Greenport,11944,875000,2
2596,3542840089,Mattituck,11952,1095000,3
2597,4068836272,East Hampton,11937,18995000,8
2598,3651483610,East Hampton,11937,4495000,6
2599,9135534016,Sagaponack,11962,27500000,17
2600,4320632096,East Hampton,11937,3995000,7
2601,3978840061,Port Jefferson Station,11776,499990,2
2602,4528089672,Westhampton,11977,2699000,4
2603,4560478667,Port Jefferson,11777,975000,5
2604,4622503716,East Islip,11730,400000,2
2605,4355382664,Dix Hills,11746,2475000,4
2606,9942955464,Huntington,11743,1200000,4
2607,4068836272,East Hampton,11937,18995000,8
2608,3533730752,Commack,11725,667000,3
2609,3647622809,Brentwood,11717,639000,2
2610,4124648059,East Hampton,11937,3495000,5
2611,3522803057,East Hampton,11937,2595000,4
2612,9200255023,Water Mill,11976,19950000,12
2613,4154571724,East Hampton,11937,3695000,6
2614,4072798171,Ridge,11961,399000,2
2615,4697368030,Greenport,11944,875000,2
2616,3542840089,Mattituck,11952,1095000,3
2617,4068836272,East Hampton,11937,18995000,8
2618,3651483610,East Hampton,11937,4495000,6
2619,9135534016,Sagaponack,11962,27500000,17
2620,4320632096,East Hampton,11937,3995000,7
2621,3978840061,Port Jefferson Station,11776,499990,2
2622,4528089672,Westhampton,11977,2699000,4
2623,4560478667,Port Jefferson,11777,975000,5
2624,4622503716,East Islip,11730,400000,2
2625,4355382664,Dix Hills,11746,2475000,4
2626,9942955464,Huntington,11743,1200000,4
2627,4068836272,East Hampton,11937,18995000,8
2628,3533730752,Commack,11725,667000,3
2629,3647622809,Brentwood,11717,639000,2
2630,4124648059,East Hampton,11937,3495000,5
2631,3522803057,East Hampton,11937,2595000,4
2632,9200255023,Water Mill,11976,19950000,12
2633,4154571724,East Hampton,11937,3695000,6
2634,4072798171,Ridge,11961,399000,2
2635,4697368030,Greenport,11944,875000,2
2636,3542840089,Mattituck,11952,1095000,3
2637,4068836272,East Hampton,11937,18995000,8
2638,3651483610,East Hampton,11937,4495000,6
2639,9135534016,Sagaponack,11962,27500000,17
2640,4320632096,East Hampton,11937,3995000,7
2641,3978840061,Port Jefferson Station,11776,499990,2
2642,4528089672,Westhampton,11977,2699000,4
2643,4560478667,Port Jefferson,11777,975000,5
2644,4622503716,East Islip,11730,400000,2
2645,4355382664,Dix Hills,11746,2475000,4
2646,9942955464,Huntington,11743,1200000,4
2647,4068836272,East Hampton,11937,18995000,8
2648,3533730752,Commack,11725,667000,3
2649,3647622809,Brentwood,11717,639000,2
2650,4124648059,East Hampton,11937,3495000,5
2651,3522803057,East Hampton,11937,2595000,4
2652,9200255023,Water Mill,11976,19950000,12
2653,4154571724,East Hampton,11937,3695000,6
